2, 7, 0, 0, 43, 0, 0, 0, 0, 0, 0, 18, 0, 3, 0, 0, 0, 0, 47, 0, 22, 0, 4, 0, 0, 48, 0, 0, 18, 7, 1, 0, 0, 0, 0, 0, 1, 34, 0, 40, 15, 41, 0, 0, 22, 0, 0, 17, 15, 0
0, 18, 0, 43, 0, 0, 0, 0, 20, 0, 35, 0, 0, 8, 0, 0, 0, 48, 2, 0, 0, 21, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 28, 0, 0, 0, 1, 0, 29, 39, 3, 34, 23
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 15, 0, 0, 0, 48, 0, 0, 31, 0, 0, 0, 0, 0, 20, 25, 0, 0, 0, 0, 0, 0, 16, 4, 13, 37, 0, 0, 0, 0, 10, 28, 0, 0, 0, 23, 0, 0, 0
0, 0, 0, 0, 0, 0, 11, 46, 41, 0, 32, 0, 0, 0, 0, 47, 2, 0, 0, 0, 0, 0, 10, 18, 0, 0, 0, 0, 14, 0, 0, 0, 30, 0, 49, 0, 28, 0, 22, 0, 0, 0, 0, 3, 0, 0, 25, 0, 18, 0
0, 32, 0, 7, 9, 0, 0, 0, 0, 40, 19, 0, 0, 9, 0, 0, 0, 31, 0, 0, 0, 0, 44, 0, 0, 0, 2, 0, 0, 45, 0, 0, 10, 0, 0, 0, 0, 0, 5, 0, 0, 0, 22, 0, 0, 0, 15, 0, 5, 0
0, 25, 0, 32, 0, 0, 0, 0, 12, 0, 0, 16, 0, 27, 0, 22, 0, 0, 0, 0, 0, 0, 48, 0, 0, 3, 0, 38, 0, 26, 0, 39, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 46, 0, 0, 8, 3, 11, 0
8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 25, 0, 10, 0, 24, 0, 0, 0, 0, 0, 0, 17, 0, 0, 41, 0, 40, 0, 0, 0, 0, 0, 0, 0, 21, 32
0, 0, 0, 0, 0, 0, 0, 0, 33, 10, 39, 0, 0, 0, 0, 4, 0, 0, 10, 44, 48, 0, 0, 0, 0, 13, 27, 0, 0, 0, 0, 8, 12, 0, 1, 0, 0, 0, 13, 0, 24, 0, 0, 25, 0, 0, 8, 0, 0, 0
0, 0, 13, 48, 0, 44, 0, 3, 0, 0, 26, 0, 0, 18, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 34, 5, 0, 0, 0, 0, 19, 0, 20, 0, 15, 0, 0, 21, 0, 0, 0, 0, 0, 0, 45, 0, 18, 0, 0
25, 34, 0, 48, 0, 0, 0, 9, 4, 0, 0, 0, 0, 0, 27, 0, 20, 0, 0, 0, 0, 25, 0, 0, 0, 10, 0, 49, 39, 0, 0, 0, 15, 0, 0, 12, 0, 0, 49, 0, 0, 0, 42, 44, 9, 34, 0, 0, 25, 0
46, 0, 20, 0, 0, 0, 5, 0, 22, 5, 0, 0, 39, 0, 24, 48, 0, 20, 0, 0, 3, 0, 13, 34, 10, 0, 1, 38, 0, 0, 0, 18, 0, 20, 38, 0, 5, 0, 1, 0, 0, 0, 20, 30, 0, 37, 0, 4, 47, 0
0, 0, 1, 18, 46, 0, 0, 0, 15, 0, 23, 47, 0, 0, 0, 0, 0, 25, 0, 2, 0, 10, 27, 5, 0, 1, 0, 0, 0, 6, 0, 43, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 10, 0, 26, 0, 0, 0, 27
33, 33, 0, 0, 0, 5, 0, 15, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 49, 38, 0, 0, 3, 0, 0, 44, 0, 0, 0, 0, 11, 0, 23, 27, 0, 0, 0, 0, 0, 10, 0, 0, 0, 10
0, 0, 0, 0, 8, 14, 0, 0, 0, 0, 0, 0, 49, 0, 0, 18, 0, 0, 14, 0, 0, 24, 0, 0, 39, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
31, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 49, 22, 0, 0, 7, 0, 0, 0, 45, 26, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 43, 43, 37, 0, 24, 0, 0, 0, 27, 0, 10, 0, 0, 7, 0, 0, 11
0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 40, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 9, 0, 48, 0, 44, 0, 0, 0, 35, 0, 20, 0, 0, 0
0, 0, 0, 12, 0, 25, 0, 0, 0, 0, 0, 0, 0, 24, 25, 0, 0, 0, 0, 0, 39, 0, 8, 19, 0, 18, 43, 44, 0, 0, 0, 0, 10, 0, 38, 47, 0, 0, 18, 0, 0, 45, 12, 24, 44, 0, 29, 49, 0, 0
0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 30, 10, 0, 0, 12, 0, 15, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 47, 49, 35, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 17
49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 10, 3, 0, 0, 0, 16, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 43, 0, 0, 0, 0, 40, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 10, 0, 47, 0, 0
26, 0, 0, 0, 0, 0, 38, 31, 10, 0, 26, 17, 0, 0, 0, 0, 0, 4, 49, 0, 0, 0, 1, 0, 0, 38, 0, 0, 1, 43, 0, 38, 0, 40, 0, 0, 0, 46, 0, 0, 0, 0, 44, 0, 0, 0, 8, 0, 0, 0
0, 1, 0, 0, 0, 0, 36, 0, 0, 7, 39, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 17, 0, 15, 12, 0, 0, 0, 1, 37, 32, 47, 47, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43, 0, 0, 0, 0, 0, 0, 29
0, 6, 0, 0, 0, 0, 45, 15, 0, 0, 22, 0, 9, 25, 0, 1, 21, 37, 28, 0, 0, 0, 0, 0, 0, 5, 11, 11, 0, 0, 9, 0, 49, 0, 0, 0, 0, 0, 49, 6, 0, 0, 0, 0, 37, 0, 0, 16, 24, 39
0, 0, 29, 0, 0, 0, 0, 0, 0, 36, 0, 15, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 35, 46, 46, 0, 0, 0, 47, 0, 0, 0, 11, 29, 26, 0, 42, 0, 0, 0
0, 0, 0, 0, 0, 37, 41, 0, 23, 0, 0, 16, 0, 16, 43, 0, 0, 0, 22, 5, 0, 41, 13, 21, 49, 1, 0, 23, 0, 0, 48, 18, 0, 0, 0, 0, 49, 47, 0, 0, 0, 16, 0, 0, 0, 25, 0, 0, 43, 0
44, 0, 0, 17, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 36, 40, 28, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 8, 16, 7, 18, 0, 0, 0, 0
47, 0, 0, 30, 0, 7, 0, 0, 32, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 40, 24, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 49, 0, 41
8, 0, 15, 27, 8, 0, 0, 41, 0, 46, 0, 21, 30, 0, 0, 41, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 45, 0, 0, 0, 10, 0, 0, 16, 0, 0, 0, 0, 0, 10, 10, 0, 0, 14, 0
17, 0, 0, 0, 0, 0, 8, 0, 0, 0, 38, 13, 0, 0, 0, 0, 0, 28, 0, 22, 0, 0, 0, 0, 42, 20, 0, 0, 0, 0, 0, 12, 0, 0, 44, 43, 0, 11, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0
0, 48, 0, 21, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 0, 3, 0, 46, 0, 25, 0, 44, 30, 10, 0, 0, 10, 0, 24, 0, 0, 0, 0, 0, 29, 0, 16, 17, 0, 0, 0, 3, 0, 20, 24, 0, 18
0, 0, 35, 0, 0, 0, 0, 31, 33, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 35, 44, 2, 0, 0, 0, 37, 26, 0, 7, 0, 10, 0, 3, 0, 0, 0, 0, 0, 0
0, 35, 23, 0, 0, 42, 20, 16, 0, 0, 0, 0, 24, 19, 0, 0, 29, 0, 0, 0, 0, 0, 0, 45, 34, 37, 26, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 25, 18, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 19, 15, 0, 0, 6, 36, 0, 0, 0, 0, 0, 45, 0, 0, 39, 23, 25, 15, 8, 0, 8, 0, 0, 0, 0, 0, 0, 7, 20, 29, 0, 0, 8, 0, 0, 42, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1, 0, 18, 0, 0, 0, 0, 0, 45, 17, 3, 0, 0, 0, 3, 0, 0, 18, 0, 4, 0, 0, 0, 0, 0, 49, 0, 47, 0, 0, 16, 0, 0, 0, 49, 0, 0, 24, 0, 0, 0, 0, 0, 0
0, 28, 0, 0, 0, 0, 32, 0, 0, 49, 0, 34, 31, 0, 0, 15, 34, 0, 18, 5, 11, 21, 0, 0, 25, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 43, 0, 0, 14, 21, 0, 0, 0, 0, 0, 0, 0
45, 10, 0, 0, 0, 29, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 32, 0, 0, 0, 0, 27, 10, 31, 11, 0, 0, 17, 0, 0, 29, 39, 0, 0, 0, 41, 0, 0, 18, 0, 0, 0, 0, 0, 0
